(11983, 15061, 12666, 12355, False)
(20721, 21294, 17235, 10748, False)
(17345, 15078, 18557, 17141, False)
(9444, 5894, 9777, 21089, False)
(1517, 2420, 15583, 5499, False)
(12088, 18506, 18898, 14968, False)
(17497, 17670, 17401, 13207, False)
(17893, 21202, 17332, 17951, False)
(2133, 4769, 11514, 7418, False)
(2992, 9998, 3070, 1923, False)
(11662, 17489, 17258, 8091, False)
(8906, 13823, 13864, 1526, False)
(19950, 11213, 5457, 17030, False)
(12751, 17378, 12550, 12331, False)
(16863, 13442, 17480, 15071, False)
(14423, 21420, 19929, 15489, False)
(17627, 17600, 15317, 13644, False)
(15317, 16565, 20098, 12777, False)
(12218, 16369, 17943, 16986, False)
(17990, 22942, 15409, 22368, False)
(16259, 19027, 19857, 16928, False)
(2882, 3048, 2757, 1991, False)
(2026, 10209, 2185, 1384, False)
(15850, 16374, 16922, 18973, False)
(16420, 18904, 17751, 20491, False)
(13322, 12722, 12176, 13380, False)
(10142, 13295, 20297, 14060, False)
(13476, 15100, 17959, 11789, False)
(11963, 0, 9650, 13041, False)
(16764, 10633, 17486, 18660, False)
(2234, 1742, 1973, 0, False)
(11584, 12304, 10354, 2736, False)
(2520, 1660, 1788, 0, False)
(13616, 14813, 13160, 23044, False)
(20435, 14486, 20453, 20714, False)
(14506, 10916, 6903, 17007, False)
(12107, 12795, 12575, 8892, False)
(14965, 16794, 17315, 17902, False)
(9735, 9099, 17444, 10441, False)
(2525, 11737, 2434, 2406, False)
(17145, 18811, 13647, 18389, False)
(18660, 7309, 6011, 8039, False)
(18130, 19813, 19117, 20959, False)
(16991, 9021, 6842, 17263, False)
(0, 4209, 3099, 1695, False)
(12231, 0, 10582, 20033, False)
(15168, 17198, 13846, 15140, False)
(20312, 18687, 20974, 18374, False)
(13405, 17725, 18082, 13269, False)
(6609, 5803, 7750, 12674, False)
(17003, 19157, 17288, 17581, False)
(18542, 18775, 17686, 16489, False)
(12548, 12038, 13249, 10967, False)
(13084, 15119, 16911, 11091, False)
(19765, 19489, 19303, 19736, False)
(8291, 10203, 13466, 16993, False)
(17896, 13236, 17979, 17796, False)
(2080, 5646, 11908, 4824, False)
(1640, 8698, 15603, 6475, False)
(2389, 5758, 0, 3057, False)
(19606, 18432, 20238, 15886, False)
(19222, 17307, 20086, 17609, False)
(9703, 6522, 14712, 21396, False)
(19308, 18655, 12815, 20861, False)
(16587, 9535, 3414, 13480, False)
(12570, 7458, 11783, 8759, False)
(16627, 13550, 14880, 18279, False)
(0, 1763, 1727, 1657, False)
(15293, 19749, 17168, 20675, False)
